province_state,country_region,date,confirmed_state,deaths_state
Texas,US,2020/11/14,1052229,19918
Texas,US,2021/1/23,2242473,34725
Texas,US,2020/6/7,75408,1841
Texas,US,2020/5/11,40555,1117
Texas,US,2020/9/11,675034,14227
Texas,US,2020/12/9,1359951,23657
Texas,US,2020/7/5,194932,2628
Texas,US,2020/10/9,812191,16871
Texas,US,2020/4/16,16876,414
Texas,US,2020/6/3,68877,1744
Texas,US,2020/9/18,704563,14951
Texas,US,2020/7/3,185591,2592
Texas,US,2020/12/11,1388909,24143
Texas,US,2020/10/8,807754,16767
Texas,US,2020/10/26,898302,17978
Texas,US,2020/5/18,49177,1350
Texas,US,2020/4/18,18704,476
Texas,US,2020/6/21,112944,2191
Texas,US,2020/7/21,351071,4199
Texas,US,2020/11/8,990930,19184
Texas,US,2021/2/16,2570958,41386
Texas,US,2020/8/18,568812,10678
Texas,US,2020/4/13,14275,305
Texas,US,2021/2/1,2412627,37245
Texas,US,2020/12/1,1250934,22114
Texas,US,2020/7/31,438293,6576
Texas,US,2020/8/13,530857,9771
Texas,US,2020/7/13,269778,3276
Texas,US,2020/7/8,224929,2875
Texas,US,2020/8/8,497632,9058
Texas,US,2021/1/22,2227789,34381
Texas,US,2020/10/18,854006,17465
Texas,US,2020/11/18,1091558,20338
Texas,US,2020/4/26,24967,651
Texas,US,2020/4/23,22650,604
Texas,US,2020/10/31,932261,18465
Texas,US,2020/7/26,394084,5076
Texas,US,2020/8/26,610648,12140
Texas,US,2020/9/1,637721,12919
Texas,US,2020/6/1,65593,1683
Texas,US,2021/1/29,2348188,36650
Texas,US,2020/8/28,619354,12537
Texas,US,2020/9/28,761198,15807
Texas,US,2021/1/14,2068637,31693
Texas,US,2020/4/28,26357,719
Texas,US,2020/10/16,843487,17375
Texas,US,2020/10/3,787425,16295
Texas,US,2020/7/23,373037,4622
Texas,US,2020/5/28,60395,1611
Texas,US,2020/8/23,594173,11699
Texas,US,2020/7/6,205642,2677
Texas,US,2020/8/15,546552,10268
Texas,US,2020/10/23,878567,17773
Texas,US,2020/10/29,918721,18276
Texas,US,2021/2/17,2576098,41496
Texas,US,2020/6/24,128132,2270
Texas,US,2020/4/15,15907,375
Texas,US,2020/11/5,969490,18907
Texas,US,2020/12/14,1491942,24440
Texas,US,2020/10/13,826816,17078
Texas,US,2020/9/25,751068,15610
Texas,US,2020/6/14,88523,1984
Texas,US,2020/5/7,36036,985
Texas,US,2020/5/25,56409,1533
Texas,US,2020/7/29,418995,6193
Texas,US,2020/4/20,19751,507
Texas,US,2020/11/28,1213577,21788
Texas,US,2020/9/7,659041,13697
Texas,US,2021/2/2,2431687,37619
Texas,US,2021/1/21,2208871,33942
Texas,US,2020/12/4,1299469,22825
Texas,US,2020/9/22,741663,15229
Texas,US,2020/5/22,53539,1470
Texas,US,2020/5/4,32783,901
Texas,US,2020/6/4,70555,1776
Texas,US,2020/7/17,317768,3820
Texas,US,2020/9/17,701350,14826
Texas,US,2020/8/17,561110,10447
Texas,US,2021/1/27,2309220,35877
Texas,US,2020/9/24,747366,15510
Texas,US,2020/11/29,1225118,21843
Texas,US,2020/12/5,1311643,23055
Texas,US,2020/5/24,55861,1528
Texas,US,2020/10/5,794319,16437
Texas,US,2020/7/24,380364,4790
Texas,US,2020/8/25,604328,11935
Texas,US,2020/6/25,134558,2317
Texas,US,2020/11/13,1043116,19785
Texas,US,2020/12/24,1659409,26707
Texas,US,2021/2/15,2568044,41336
Texas,US,2020/4/25,24153,638
Texas,US,2020/10/24,888362,17915
Texas,US,2020/5/20,51673,1426
Texas,US,2020/6/29,156706,2416
Texas,US,2020/8/29,626751,12607
Texas,US,2020/12/12,1400728,24347
Texas,US,2021/2/21,2600660,42162
Texas,US,2020/4/29,27257,754
Texas,US,2020/11/4,959811,18771
Texas,US,2020/9/5,655815,13576
Texas,US,2020/6/16,93569,2049
Texas,US,2020/10/21,868981,17652
Texas,US,2021/1/28,2330272,36292
Texas,US,2021/1/30,2363266,36924
Texas,US,2020/8/16,555394,10396
Texas,US,2020/12/21,1604991,25936
Texas,US,2020/7/11,254415,3138
Texas,US,2021/1/13,2040751,31277
Texas,US,2020/5/5,33912,925
Texas,US,2021/1/15,2094921,32086
Texas,US,2020/7/16,305854,3657
Texas,US,2020/6/11,82658,1930
Texas,US,2020/11/15,1059753,20002
Texas,US,2020/10/10,815915,16943
Texas,US,2020/8/5,476999,7706
Texas,US,2021/1/9,1951915,30313
Texas,US,2020/12/2,1268946,22335
Texas,US,2021/1/8,1923399,29645
Texas,US,2020/5/27,58542,1581
Texas,US,2020/6/27,145894,2388
Texas,US,2020/7/30,428229,6442
Texas,US,2020/9/30,773019,16016
Texas,US,2020/7/27,400336,5713
Texas,US,2020/11/2,942303,18534
Texas,US,2021/1/24,2250421,34911
Texas,US,2020/8/30,629570,12683
Texas,US,2020/10/2,782306,16224
Texas,US,2020/9/27,758756,15745
Texas,US,2021/1/16,2112662,32428
Texas,US,2020/5/30,62675,1652
Texas,US,2020/8/27,614549,12365
Texas,US,2020/6/30,163060,2455
Texas,US,2020/11/30,1238752,21896
Texas,US,2020/5/19,50552,1388
Texas,US,2020/12/7,1331719,23186
Texas,US,2020/10/30,924447,18385
Texas,US,2020/11/7,985061,19146
Texas,US,2020/12/30,1750250,27600
Texas,US,2020/7/19,335257,4012
Texas,US,2020/8/19,574633,10934
Texas,US,2020/4/19,19260,490
Texas,US,2020/4/30,28727,812
Texas,US,2020/8/2,448145,6878
Texas,US,2020/7/9,236541,3006
Texas,US,2020/10/17,848442,17440
Texas,US,2020/9/12,677716,14332
Texas,US,2020/8/9,503328,9157
Texas,US,2020/6/9,78208,1867
Texas,US,2020/5/9,38394,1066
Texas,US,2020/9/9,667500,13923
Texas,US,2020/7/12,262762,3216
Texas,US,2020/12/20,1593471,25827
Texas,US,2020/11/17,1078875,20147
Texas,US,2020/8/12,523977,9527
Texas,US,2020/5/12,41432,1146
Texas,US,2020/6/12,84927,1956
Texas,US,2020/11/20,1117495,20751
Texas,US,2020/12/17,1551749,25177
Texas,US,2020/4/12,13677,283
Texas,US,2020/10/20,862277,17558
Texas,US,2021/2/14,2565258,41273
Texas,US,2020/12/25,1662724,26896
Texas,US,2020/11/12,1024073,19474
Texas,US,2020/10/12,821110,16995
Texas,US,2020/9/20,713007,15088
Texas,US,2020/6/20,109581,2183
Texas,US,2020/8/20,579892,11174
Texas,US,2020/7/20,343783,4106
Texas,US,2021/1/20,2185554,33491
Texas,US,2021/1/12,2014645,30895
Texas,US,2020/5/17,48396,1343
Texas,US,2020/6/17,97699,2089
Texas,US,2020/9/4,651350,13426
Texas,US,2020/10/25,892006,17955
Texas,US,2020/11/25,1196711,21454
Texas,US,2020/7/4,192153,2607
Texas,US,2020/8/4,466032,7271
Texas,US,2020/4/17,17849,451
Alaska,US,2020/12/23,44828,197
Alaska,US,2020/11/19,26081,101
Alaska,US,2021/1/19,52222,230
Alaska,US,2021/2/13,56405,282
Alaska,US,2020/11/6,18699,84
Alaska,US,2021/1/10,50218,224
Alaska,US,2020/12/13,41143,176
Alaska,US,2020/11/24,28863,116
Alaska,US,2021/1/5,48560,218
Alaska,US,2021/2/12,56405,282
Alaska,US,2020/9/29,7722,56
Alaska,US,2021/1/4,48363,218
Alaska,US,2021/1/11,50394,224
Alaska,US,2020/10/4,8405,58
Alaska,US,2020/11/21,27224,102
Alaska,US,2021/2/6,55259,279
Alaska,US,2020/11/9,20300,84
Alaska,US,2021/1/26,53487,260
Alaska,US,2020/12/10,39345,155
Alaska,US,2020/12/31,46986,206
Alaska,US,2020/10/6,8752,58
Alaska,US,2021/2/9,55893,280
Alaska,US,2020/12/6,37036,143
Alaska,US,2021/2/4,55005,279
Alaska,US,2020/12/28,45909,200
Alaska,US,2020/10/28,15155,71
Alaska,US,2021/1/2,47801,215
Alaska,US,2021/2/19,57393,289
Alaska,US,2020/12/15,41858,179
Alaska,US,2021/2/10,56097,280
Alaska,US,2020/11/10,20832,92
Alaska,US,2020/10/15,10323,65
Alaska,US,2020/10/11,9686,60
Alaska,US,2021/2/8,55768,279
Alaska,US,2020/11/26,30102,119
Alaska,US,2020/12/26,45479,200
Alaska,US,2020/11/11,21331,96
Alaska,US,2020/12/8,38116,146
Alaska,US,2021/1/6,48899,220
Alaska,US,2020/10/1,7948,57
Alaska,US,2020/12/18,43352,183
Alaska,US,2020/9/26,7367,52
Alaska,US,2020/11/1,16705,83
Alaska,US,2021/1/18,52093,229
Alaska,US,2021/2/20,57393,289
Alaska,US,2020/12/3,34563,130
Alaska,US,2020/11/3,17448,84
Alaska,US,2021/1/3,48098,215
Alaska,US,2020/12/16,42473,181
Alaska,US,2020/11/16,24399,98
Alaska,US,2021/1/31,54351,262
Alaska,US,2021/2/5,55259,279
Alaska,US,2020/10/14,10170,64
Alaska,US,2021/1/25,53399,259
Alaska,US,2020/12/29,46092,201
Alaska,US,2021/2/7,55259,279
Alaska,US,2020/10/7,8878,59
Alaska,US,2021/2/11,56251,280
Alaska,US,2020/10/22,11835,68
Alaska,US,2020/10/19,11182,67
Alaska,US,2021/2/3,54820,279
Alaska,US,2021/1/1,46986,206
Alaska,US,2020/10/27,14798,70
Alaska,US,2020/11/22,27773,103
Alaska,US,2020/12/22,44463,194
Alaska,US,2020/12/27,45781,200
Alaska,US,2021/2/18,57182,288
Alaska,US,2020/11/27,30776,119
Alaska,US,2021/1/17,51938,229
Alaska,US,2021/1/7,49228,223
Alaska,US,2020/11/23,28273,103
Alaska,US,2020/11/14,23153,98
Alaska,US,2021/1/23,53150,259
Alaska,US,2020/12/19,43688,184
Alaska,US,2020/12/9,38707,150
Alaska,US,2020/10/9,9182,60
Alaska,US,2020/12/11,39975,158
Alaska,US,2020/10/8,9005,60
Alaska,US,2020/10/26,13356,68
Alaska,US,2020/11/8,19826,84
Alaska,US,2021/2/16,56905,287
Alaska,US,2021/2/1,54459,262
Alaska,US,2020/12/1,32561,122
Alaska,US,2021/1/22,52901,254
Alaska,US,2020/10/18,10980,67
Alaska,US,2020/11/18,25588,100
Alaska,US,2020/10/31,16355,82
Alaska,US,2021/1/29,54062,262
Alaska,US,2020/9/28,7597,56
Alaska,US,2021/1/14,51157,228
Alaska,US,2020/10/16,10549,66
Alaska,US,2020/10/3,8217,58
Alaska,US,2020/10/23,12113,68
Alaska,US,2020/10/29,15522,77
Alaska,US,2021/2/17,56968,288
Alaska,US,2020/11/5,18174,84
Alaska,US,2020/12/14,41573,176
Alaska,US,2020/10/13,10028,60
Alaska,US,2020/9/25,7254,52
Alaska,US,2020/11/28,31444,121
Alaska,US,2021/2/2,54594,279
Alaska,US,2021/1/21,52605,254
Alaska,US,2020/12/4,35325,142
Alaska,US,2021/1/27,53670,261
Alaska,US,2020/11/29,32065,121
Alaska,US,2020/12/5,36271,143
Alaska,US,2020/10/5,8613,58
Alaska,US,2020/11/13,22405,97
Alaska,US,2020/12/24,45104,199
Alaska,US,2021/2/15,56405,282
Alaska,US,2020/10/24,12485,68
Alaska,US,2020/12/12,40497,176
Alaska,US,2021/2/21,57393,289
Alaska,US,2020/11/4,17860,84
Alaska,US,2020/10/21,11602,68
Alaska,US,2021/1/28,53877,262
Alaska,US,2021/1/30,54216,262
Alaska,US,2020/12/21,44023,184
Alaska,US,2021/1/13,50816,226
Alaska,US,2021/1/15,51466,229
Alaska,US,2020/11/15,23814,98
Alaska,US,2020/10/10,9431,60
Alaska,US,2021/1/9,49958,224
Alaska,US,2020/12/2,33263,122
